UnitName,BrainArea,SNR,BestDir,MeanFR_BestDir,VarFR_BestDir
unit001a,FEF,1.22309274593254,145,74.092050209205,429.056498513197
unit002a,FEF,2.67272609886384,145,42,429.056498513197
unit002b,FEF,1.19378620730298,145,88.2426778242678,429.056498513197
unit003c,FEF,1.06976949151563,145,121.707112970711,429.056498513197
unit004a,FEF,2.07365699864167,415,8.29718875502008,1269.36477110251
unit004b,FEF,1.10208355827861,145,72.3514644351464,429.056498513197
unit005a,FEF,1.09493939445748,325,79.9618320610687,1242.60765067586
unit006a,FEF,2.24317386625168,145,40.1255230125523,429.056498513197
unit006b,FEF,1.12424906573309,145,95.8995815899582,429.056498513197
unit007a,FEF,1.26289594375706,145,151.589958158996,429.056498513197
unit008a,FEF,1.32586818493511,325,117.267175572519,1242.60765067586
unit009a,FEF,1.26524518883544,325,90.4045801526718,1242.60765067586
unit010a,FEF,1.22776856188185,325,155.595419847328,1242.60765067586
unit011c,FEF,1.06557916739681,145,163.782426778243,429.056498513197
unit012a,FEF,1.34034252406962,145,149.456066945607,429.056498513197
unit013a,FEF,3.37363030826732,235,49.6545842217484,273.626834381551
unit013b,FEF,0.934719970014796,325,85.9160305343512,1242.60765067586
unit014a,FEF,1.18056966182088,235,110.712153518124,273.626834381551
unit015a,FEF,1.33598522634288,325,118.870229007634,1242.60765067586
unit016b,FEF,3.87482857494522,235,25.8507462686567,273.626834381551
unit016c,FEF,2.73071841011389,415,17.5341365461847,1269.36477110251
unit016d,FEF,2.58054588989107,415,23.0361445783133,1269.36477110251
unit016e,FEF,0.950699215024512,325,107.442748091603,1242.60765067586
unit017a,FEF,5.70095758934744,145,22.8870292887029,429.056498513197
unit017b,FEF,3.53086104561234,415,26.2570281124498,1269.36477110251
unit017c,FEF,2.55927383557199,325,15.6564885496183,1242.60765067586
unit017d,FEF,1.24190651965949,325,41.9465648854962,1242.60765067586
unit017e,FEF,0.631912819022877,145,26.326359832636,429.056498513197
unit018a,FEF,1.4085553267839,145,194.410041841004,429.056498513197
unit019a,FEF,1.38108745462797,415,144.377510040161,1269.36477110251
unit020a,FEF,1.30056423827144,415,148.658634538153,1269.36477110251
unit021a,FEF,3.64142280412844,325,30.0152671755725,1242.60765067586
unit021b,FEF,2.6215227708817,325,63.8778625954198,1242.60765067586
unit021c,FEF,2.19691316201769,325,22.7022900763359,1242.60765067586
unit021d,FEF,1.06808015316865,325,67.3053435114504,1242.60765067586
unit022b,FEF,5.05855944019143,325,27.0763358778626,1242.60765067586
unit022c,FEF,2.92888060124869,235,40.3155650319829,273.626834381551
unit023b,FEF,3.52857719551456,235,35.5223880597015,273.626834381551
unit023d,FEF,2.68515309275198,235,21.36460554371,273.626834381551
unit023e,FEF,1.14014972913117,235,119.727078891258,273.626834381551
unit024a,FEF,1.20743178831166,235,106.379530916844,273.626834381551
unit033a,MT,1.26995806538228,235,19.3859275053305,273.626834381551
unit034a,MT,1.13808832757823,145,22.2761506276151,429.056498513197
unit035a,MT,1.01839122897411,325,65.4427480916031,1242.60765067586
unit036a,MT,1.04757816146922,325,130.412213740458,1242.60765067586
unit037a,MT,0.965511942223237,325,132.648854961832,1242.60765067586
unit038b,MT,1.00666490508142,325,49.4580152671756,1242.60765067586
unit039a,MT,0.974671840187376,325,97.3053435114504,1242.60765067586
unit040a,MT,0.959128171706001,415,124.064257028112,1269.36477110251
unit041a,MT,2.43106335597928,325,42.3969465648855,1242.60765067586
unit041b,MT,0.932152193460054,415,124.89156626506,1269.36477110251
unit042a,MT,0.900816959407792,325,115.63358778626,1242.60765067586
unit043a,MT,0.868722013223878,325,178.984732824427,1242.60765067586
unit044b,MT,0.833984532209826,235,153.509594882729,273.626834381551
unit045a,MT,0.965058944879936,145,128.008368200837,429.056498513197
unit047a,MT,0.956884642621396,145,123.305439330544,429.056498513197
unit048a,MT,1.10001144610258,325,102.381679389313,1242.60765067586
unit049a,MT,1.11433724741719,235,103.675906183369,273.626834381551
unit050a,MT,1.0065591541016,325,114.083969465649,1242.60765067586
unit051a,MT,1.11940632372057,145,88.928870292887,429.056498513197
unit052a,MT,0.886097762284232,145,98.5774058577406,429.056498513197
unit053a,MT,1.36444259349131,145,94.8033472803347,429.056498513197
unit054a,MT,1.12586844444506,145,91.071129707113,429.056498513197
unit055a,MT,1.26075546195181,145,24.5774058577406,429.056498513197
unit056a,MT,0.816070881309624,235,80.6481876332623,273.626834381551
