UnitName,BrainArea,SNR,BestDir,MeanFR_BestDir,VarFR_BestDir
unit001a,FEF,1.16094666508427,100,57.9033457249071,134.353793576599
unit002a,FEF,1.24179606237672,280,31.8876404494382,280.92838594264
unit003a,FEF,1.17070484299655,280,40.0224719101124,280.92838594264
unit004a,FEF,1.09218007607167,190,56.2792452830189,181.556260860087
unit005a,FEF,1.19104987554348,280,70.9288389513109,280.92838594264
unit006a,FEF,1.26304712957392,280,37.752808988764,280.92838594264
unit007a,FEF,1.22019949689999,10,30.3828264758497,207.588512512743
unit008a,FEF,1.17815358674348,190,51.3132075471698,181.556260860087
unit009a,FEF,1.16027440767015,190,55.6301886792453,181.556260860087
unit010a,FEF,1.17893324007782,280,57.6704119850187,280.92838594264
unit011a,FEF,2.6465032131728,280,17.2734082397004,280.92838594264
unit011b,FEF,1.0687765104191,280,55.9700374531835,280.92838594264
unit012a,FEF,1.16809273755101,10,51.5635062611807,207.588512512743
unit013a,FEF,1.24706114718146,10,53.6744186046512,207.588512512743
unit014a,FEF,1.24572885810504,190,73.6981132075472,181.556260860087
unit015a,FEF,1.23900529838023,280,49.7602996254682,280.92838594264
unit016a,FEF,0.908391012472239,280,44.4644194756554,280.92838594264
unit017b,FEF,0.813454062666313,280,73.8801498127341,280.92838594264
unit018a,FEF,1.13544134897446,280,49.438202247191,280.92838594264
unit019a,FEF,1.15961608610064,190,54.4,181.556260860087
unit020a,FEF,1.22338823861377,190,59.0037735849057,181.556260860087
unit021a,FEF,1.13679792090587,100,30.6691449814126,134.353793576599
unit022a,FEF,1.17481404887281,10,39.1484794275492,207.588512512743
unit024c,FEF,0.840559990089647,280,32.0749063670412,280.92838594264
unit033a,MT,0.928073912442886,280,103.565543071161,280.92838594264
unit034a,MT,1.10634263820452,10,127.563506261181,207.588512512743
unit035a,MT,0.95486750412355,10,63.1484794275492,207.588512512743
unit036a,MT,1.07250121643517,10,59.5277280858676,207.588512512743
unit037a,MT,0.937159147011264,190,90.588679245283,181.556260860087
unit038a,MT,0.917716073832908,190,79.4641509433962,181.556260860087
unit039a,MT,0.948858439333163,280,76.2322097378277,280.92838594264
unit040a,MT,0.859902813168418,280,118.50936329588,280.92838594264
unit041a,MT,0.731538246277155,280,85.5131086142322,280.92838594264
unit042a,MT,1.04194162928439,190,49.9094339622642,181.556260860087
unit043a,MT,1.04003376616227,190,106.11320754717,181.556260860087
unit044a,MT,0.875575964486883,190,212.241509433962,181.556260860087
unit045a,MT,0.915690737415324,280,197.692883895131,280.92838594264
unit046a,MT,0.808228288071481,10,142.726296958855,207.588512512743
unit047a,MT,1.05709144754424,190,88.0452830188679,181.556260860087
unit048a,MT,0.953436147786219,190,181.509433962264,181.556260860087
unit049c,MT,1.79599101524336,280,26.6741573033708,280.92838594264
unit049d,MT,0.467480138432579,190,78.9509433962264,181.556260860087
unit050a,MT,1.23955352050341,190,79.1698113207547,181.556260860087
unit051a,MT,1.03579031566296,10,163.856887298748,207.588512512743
unit052a,MT,0.874824393306873,280,178.172284644195,280.92838594264
unit053a,MT,0.992108538454028,10,114.626118067979,207.588512512743
unit054a,MT,1.00967014112609,190,80.4,181.556260860087
unit055a,MT,1.13679449035949,190,52.6037735849057,181.556260860087
unit056a,MT,1.22731530685366,280,29.9775280898876,280.92838594264
