Monkey,Session,UnitName,Sess_Unit,BrainArea,SNR,BestDir,NullDir,PrefDirFit,DepthMod,SelDir,DI,SI,signiffl
aristotle,pa34dir4A,unit002a,pa34dir4A_unit002a,FEF,1.26270257413643,220,40,190.709431844071,0.0182338520844708,0.0104327459881856,0.0358146648672965,0.0110607207646396,0
aristotle,pa34dir4A,unit003a,pa34dir4A_unit003a,FEF,1.21854709671404,130,310,151.464282477987,0.0400015003922095,0.0217290826972021,0.0769258513129529,0.0244410843392353,1
aristotle,pa34dir4A,unit004a,pa34dir4A_unit004a,FEF,1.17194360635676,130,310,100.041729613619,0.0346636332305935,0.0170724418693875,0.0568272679364104,0.0212366226160464,1
aristotle,pa34dir4A,unit005b,pa34dir4A_unit005b,FEF,1.18856624648891,130,310,48.5707615505901,0.0591556164717599,0.0101331798051707,0.00575219325326792,0.0132146907443453,1
aristotle,pa34dir4A,unit006a,pa34dir4A_unit006a,FEF,1.15092493301421,130,310,177.450708913476,0.0610782395511657,0.0347460931640719,0.0887611194352926,0.0357892434291671,1
aristotle,pa34dir4A,unit007a,pa34dir4A_unit007a,FEF,1.13404826058351,310,130,289.254843555082,0.0788437079198829,0.0256110975968758,0.0874991361252037,0.0213810211944218,1
aristotle,pa34dir4A,unit008a,pa34dir4A_unit008a,FEF,1.26065524168465,310,130,274.150628143216,0.0623426902370668,0.0366604218636322,0.110971536299302,0.0324741520368568,1
aristotle,pa34dir4A,unit009a,pa34dir4A_unit009a,FEF,1.2448548614313,310,130,281.03196939388,0.086124164701178,0.0489393406186076,0.154728131988976,0.0447001030926611,1
aristotle,pa34dir4A,unit010a,pa34dir4A_unit010a,FEF,1.22875885266977,310,130,232.669305043649,0.0464848663821505,0.0220087111456011,0.0187627698198166,0.0193970719832992,1
aristotle,pa34dir4A,unit011a,pa34dir4A_unit011a,FEF,1.21354726969343,220,40,204.930827712836,0.0478908151383552,0.0248578575505536,0.0914042082371569,0.0240131007308782,1
aristotle,pa34dir4A,unit012a,pa34dir4A_unit012a,FEF,1.19877220657641,220,40,263.834035111168,0.0643631203146795,0.0315865876941109,0.0855507274680208,0.0275920054313257,1
aristotle,pa34dir4A,unit013a,pa34dir4A_unit013a,FEF,1.12019803316462,220,40,199.645769058174,0.0419165143702947,0.0210094715206444,0.0746953314541349,0.020547652730909,1
aristotle,pa34dir4A,unit014a,pa34dir4A_unit014a,FEF,1.13635790884918,310,130,260.530340156227,0.03042057249578,0.0109133140633253,0.0275637519058648,0.00706296466928158,1
aristotle,pa34dir4A,unit015a,pa34dir4A_unit015a,FEF,1.17565136797159,130,310,68.9718829344419,0.0289178837577783,0.00780334006134697,0.0147391234689848,0.0116380892983394,1
aristotle,pa34dir4A,unit016a,pa34dir4A_unit016a,FEF,1.23723144958573,310,130,338.665743761408,0.0139506710125896,0.00412549836992437,0.014256784379175,0.00417283450018955,0
aristotle,pa34dir4A,unit017a,pa34dir4A_unit017a,FEF,1.24568704819308,130,310,71.9297615395458,0.0173072683177776,0.00932804473580084,0.0194559548280416,0.0132052134255294,0
aristotle,pa34dir4A,unit018a,pa34dir4A_unit018a,FEF,1.23888369199355,130,310,196.118364322899,0.020856723565062,0.00780270573272308,0.0124269080132087,0.00835688433289392,0
aristotle,pa34dir4A,unit019a,pa34dir4A_unit019a,FEF,1.09261604831378,130,310,69.051040126133,0.0270147476099867,0.0115880367267104,0.0220151527902096,0.0153790524081275,0
aristotle,pa34dir4A,unit020a,pa34dir4A_unit020a,FEF,1.17542119628425,310,130,253.259805451466,0.0387404065138613,0.0112129138610516,0.0237575268662306,0.00766816808148826,1
aristotle,pa34dir4A,unit021a,pa34dir4A_unit021a,FEF,1.19657858287792,310,130,303.734441965009,0.0371780255454001,0.0175077068629736,0.0660932858453738,0.0137722448975111,1
aristotle,pa34dir4A,unit022a,pa34dir4A_unit022a,FEF,1.20227317990683,130,310,163.655330080715,0.0100720408275673,0.00156367562482648,0.00515217292217485,0.00503523532250733,0
aristotle,pa34dir4A,unit024a,pa34dir4A_unit024a,FEF,1.15068024412149,220,40,186.087465705365,0.0482069638460411,0.0288647093179233,0.0919798580027782,0.0293409319082821,1
aristotle,pa34dir4A,unit033a,pa34dir4A_unit033a,MT,1.2135273231388,310,130,34.197990031268,0.0293159201164178,0.00982201673887034,0.00389273396599743,0.0122410360134288,1
aristotle,pa34dir4A,unit034a,pa34dir4A_unit034a,MT,1.14765046566191,40,220,9.15742953853635,0.0420756553902744,0.0244912051237893,0.0807535521487955,0.0249576220424773,0
aristotle,pa34dir4A,unit035a,pa34dir4A_unit035a,MT,1.13859723224469,310,130,291.109904720563,0.0383600007919938,0.0201376437987184,0.0738857443713842,0.0160932596543781,0
aristotle,pa34dir4A,unit036a,pa34dir4A_unit036a,MT,0.99566565546751,310,130,279.002472771732,0.0944779453593084,0.0546155519119652,0.172644767781578,0.0504333513052178,1
aristotle,pa34dir4A,unit037a,pa34dir4A_unit037a,MT,1.10508070453054,220,40,261.877318903856,0.0881323568891971,0.053134287295615,0.144839821515129,0.0491897883913114,1
aristotle,pa34dir4A,unit038a,pa34dir4A_unit038a,MT,0.966450072390791,220,40,257.192051350423,0.0547975991449009,0.0342974874712692,0.103901637981209,0.0304717139931113,1
aristotle,pa34dir4A,unit039a,pa34dir4A_unit039a,MT,0.996915110018339,220,40,243.726134138956,0.0453421794828231,0.0249472996749002,0.0867508847777594,0.021669793722807,1
aristotle,pa34dir4A,unit040a,pa34dir4A_unit040a,MT,1.21287767318288,220,40,273.368347286308,0.0349136056304615,0.0205669135484311,0.0476321607260598,0.0164178348441722,1
